period_quarter,employee_id,employee_type,tenure_years,role_category,bureau_office,prior_cio_changes_experienced,cloud_migration_phase,legacy_systems_in_bureau,systems_migrated_in_bureau,it_om_budget_ratio_pct,security_incidents_quarter,employee_engagement_score,leadership_confidence_score,change_readiness_index,cultural_sentiment_score,change_resistance_index,digital_training_hours_quarter,innovation_ideas_submitted,participated_in_scrum,participated_feedback_session,is_change_agent,intrapreneur_assigned,quick_wins_experienced_count,digital_tool_adoption_score,collaboration_cross_bureau_index,communication_effectiveness_score,feedback_frequency_score,telework_adoption_score,blog_engagement_score,twitter_following_cio,transparency_perception_score,security_posture_score,years_since_last_training
2014-Q2,FCC_E046,contractor,17.6,field_operations,Public_Safety,2,consolidation,6,0,79.1,2,3.7,5.33,4.74,2.57,6.22,3,0,0,0,0,0,2,3.31,3.9,3.34,1.0,3.67,2.96,0,5.5,4.54,0.86
2014-Q2,FCC_E047,federal_employee,23.7,program_staff,Public_Safety,5,consolidation,10,0,79.1,2,5.3,5.69,3.3,4.46,7.37,4,0,0,0,0,0,0,3.54,3.4,3.39,2.53,1.05,1.75,0,3.67,3.21,0.1
2014-Q2,FCC_E048,federal_employee,16.6,policy_analyst,Office_of_Workplace_Diversity,4,consolidation,11,0,79.1,2,4.95,4.32,4.41,6.39,6.67,3,1,0,0,0,1,2,2.88,3.4,2.34,4.68,1.73,3.29,0,3.87,5.62,0.16
2014-Q2,FCC_E049,federal_employee,13.6,IT_staff,Office_of_General_Counsel,5,consolidation,12,0,79.1,2,5.37,6.51,3.81,1.71,8.29,7,0,0,0,0,0,1,3.78,1.0,1.66,3.62,1.52,3.01,0,4.82,2.76,2.77
2014-Q2,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,consolidation,13,0,79.1,2,2.58,4.9,1.8,3.37,9.7,0,0,0,1,0,0,0,4.35,5.66,3.64,2.86,2.73,2.53,0,3.54,5.46,0.98
2014-Q2,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,consolidation,13,0,79.1,2,5.53,6.28,3.78,3.65,7.04,4,0,0,0,0,0,1,3.83,4.65,4.0,3.14,2.28,2.23,0,3.4,5.86,0.1
2014-Q2,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,consolidation,7,0,79.1,2,3.93,5.47,1.09,4.62,9.18,2,0,0,1,0,0,2,3.45,2.09,3.82,1.36,5.54,3.46,0,4.34,4.89,2.55
2014-Q2,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,consolidation,11,0,79.1,2,1.93,4.17,3.15,6.79,8.09,2,0,0,0,0,0,0,1.7,4.13,4.96,2.9,4.16,2.21,0,3.34,5.11,1.06
2014-Q2,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,consolidation,10,0,79.1,2,2.95,4.07,2.29,4.02,9.43,4,0,0,0,0,0,1,1.99,2.77,2.8,4.01,2.96,2.57,0,4.19,5.88,0.93
2014-Q2,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,consolidation,6,0,79.1,2,2.72,6.76,4.67,1.0,6.92,0,0,0,1,0,0,1,5.31,4.41,4.94,1.45,1.41,4.48,1,2.69,4.42,1.72
2014-Q3,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,migration,6,4,63.6,2,5.06,5.79,5.76,6.97,5.14,3,0,0,1,0,1,0,3.19,4.28,3.12,2.69,2.78,1.0,1,5.73,2.0,0.66
2014-Q3,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,migration,6,5,63.6,2,3.15,5.45,5.82,5.38,4.61,7,2,0,0,1,0,1,4.44,1.56,4.74,2.38,3.27,3.09,1,4.55,4.1,0.28
2014-Q3,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,migration,8,5,63.6,2,4.5,4.86,1.25,2.05,10.0,2,1,1,0,0,0,2,2.68,4.68,4.44,2.75,3.21,4.37,0,3.45,3.78,0.01
2014-Q3,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,migration,7,2,63.6,2,3.55,5.13,5.12,5.77,5.66,3,0,0,1,0,0,0,3.4,5.36,4.03,3.69,2.85,4.49,0,3.9,4.16,0.06
2014-Q3,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,migration,6,2,63.6,2,1.82,5.16,2.19,5.43,8.49,3,1,1,0,0,0,0,3.97,4.44,3.92,4.72,3.32,3.17,0,3.94,5.06,0.38
2014-Q3,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,migration,6,4,63.6,2,2.35,5.23,2.63,4.81,7.94,3,0,1,0,0,0,1,4.8,4.67,3.35,2.79,2.39,4.2,0,4.83,3.66,0.36
2014-Q3,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,migration,11,2,63.6,2,1.88,4.54,3.38,3.16,7.68,3,0,0,0,0,0,2,4.17,5.62,3.21,3.14,4.67,4.23,0,4.1,4.1,0.59
2014-Q3,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,migration,9,3,63.6,2,2.88,6.76,3.41,7.24,8.37,6,0,0,0,0,1,2,3.8,5.36,4.07,3.45,4.07,6.83,0,3.78,2.73,0.01
2014-Q3,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,migration,7,5,63.6,2,6.09,5.94,3.52,6.23,7.56,4,0,1,0,0,0,2,4.37,4.34,6.86,2.89,3.75,1.1,0,4.22,3.77,0.22
2014-Q3,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,migration,6,5,63.6,2,5.1,5.65,4.51,6.79,6.46,4,0,0,1,0,0,2,3.63,3.01,2.56,4.27,2.87,1.17,0,5.29,3.87,0.9
2014-Q3,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,migration,11,5,63.6,2,2.76,4.83,3.29,6.85,8.03,6,1,0,1,0,0,0,1.79,3.99,3.37,5.67,1.75,3.96,0,4.98,5.03,0.24
2014-Q3,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,migration,10,4,63.6,2,3.99,6.88,4.22,6.03,6.21,3,0,0,0,0,0,2,3.35,2.4,4.34,2.6,5.09,4.81,0,3.31,4.33,0.31
2014-Q3,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,migration,7,3,63.6,2,2.92,4.92,4.98,1.67,5.96,5,0,0,1,0,0,1,2.21,3.6,4.02,3.12,3.16,1.0,0,4.5,3.33,0.16
2014-Q3,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,migration,11,4,63.6,2,6.41,5.78,4.7,5.09,6.78,2,0,1,0,0,0,1,3.82,3.26,6.12,4.31,1.0,2.79,0,4.17,4.32,0.09
2014-Q3,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,migration,9,3,63.6,2,5.36,4.89,5.02,7.22,6.1,4,0,0,1,0,0,0,3.45,3.02,4.59,5.28,2.81,3.03,1,6.95,3.82,0.86
2014-Q3,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,migration,7,5,63.6,2,5.09,5.36,4.23,3.86,7.41,6,0,0,0,0,1,0,2.71,4.57,4.05,2.91,4.9,2.41,0,4.65,3.98,0.82
2014-Q3,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,migration,5,4,63.6,2,5.25,5.64,5.27,4.8,6.42,4,1,0,0,0,1,1,3.69,5.46,3.92,3.91,2.82,5.2,0,3.89,4.64,0.72
2014-Q3,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,migration,8,4,63.6,2,6.16,6.69,5.15,7.24,5.6,3,2,0,0,0,0,2,3.87,5.34,4.32,4.05,3.03,3.45,0,4.75,3.1,0.25
2014-Q3,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,migration,10,2,63.6,2,3.68,5.4,5.56,7.63,5.18,2,0,1,0,0,0,2,2.72,4.36,2.9,4.12,3.27,4.36,0,5.38,5.31,0.22
2014-Q3,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,migration,12,3,63.6,2,2.74,5.14,3.87,6.48,7.82,6,0,0,0,0,0,1,3.92,1.34,5.16,3.96,1.92,5.52,1,4.75,3.42,0.18
2014-Q3,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,migration,8,2,63.6,2,5.14,2.45,2.52,4.72,9.19,4,0,0,0,1,0,3,3.53,4.93,3.82,2.21,4.59,3.77,0,4.93,4.92,0.35
2014-Q3,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,migration,8,5,63.6,2,5.5,6.87,4.55,8.09,6.77,5,1,0,0,0,0,0,5.93,4.29,3.6,4.17,4.48,4.3,1,3.2,5.69,0.3
2014-Q3,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,migration,7,4,63.6,2,4.94,6.18,5.79,3.59,5.56,4,0,0,0,1,0,1,2.92,3.71,6.32,3.46,4.86,4.35,0,3.42,3.17,0.25
2014-Q3,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,migration,11,5,63.6,2,1.85,4.37,2.07,5.48,8.5,2,0,0,0,0,0,0,2.6,4.42,5.02,5.38,6.53,3.51,0,2.16,5.15,0.63
2014-Q3,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,migration,5,4,63.6,2,4.34,5.36,2.4,7.66,8.96,5,1,0,0,0,0,0,5.36,3.89,6.13,3.24,3.67,4.71,0,4.2,2.62,0.16
2014-Q3,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,migration,6,5,63.6,2,4.41,7.29,4.0,3.88,7.38,4,0,0,0,1,0,0,2.31,4.19,3.99,3.01,4.27,5.55,0,6.26,6.72,0.18
2014-Q3,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,migration,9,5,63.6,2,6.21,5.99,5.44,6.62,5.17,5,1,0,0,0,0,0,3.3,4.28,3.62,4.58,3.59,2.44,1,4.54,4.19,0.13
2014-Q3,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,migration,7,4,63.6,2,5.08,5.03,2.7,3.34,8.7,4,0,1,0,0,0,1,3.69,3.17,3.17,4.23,5.28,6.6,1,5.01,3.9,0.19
2014-Q3,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,migration,5,3,63.6,2,4.51,4.63,5.34,8.02,6.48,5,0,0,0,0,0,2,3.17,3.37,3.2,4.34,1.48,4.75,0,3.45,3.93,0.42
2014-Q3,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,migration,11,5,63.6,2,3.1,5.47,2.4,7.05,8.46,7,0,1,0,0,1,1,4.69,1.48,3.89,4.68,3.19,2.49,0,4.13,3.49,0.31
2014-Q3,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,migration,11,2,63.6,2,4.08,6.85,3.63,4.09,7.48,6,0,0,1,0,0,2,4.04,4.55,3.61,4.35,3.58,2.26,0,3.89,4.69,0.54
2014-Q3,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,migration,10,3,63.6,2,4.64,5.7,4.57,4.6,6.66,6,1,0,0,1,0,2,4.58,4.03,4.62,4.33,1.56,4.27,0,4.62,4.49,0.2
2014-Q3,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,migration,6,3,63.6,2,3.55,4.93,1.95,4.67,8.44,3,0,1,0,0,0,1,4.3,5.78,4.16,2.69,3.2,3.04,0,4.98,5.65,0.81
2014-Q3,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,migration,9,2,63.6,2,3.21,6.22,4.39,3.8,6.28,4,0,0,1,0,1,2,2.68,2.83,5.96,3.95,4.1,3.05,1,6.7,3.02,1.57
2014-Q3,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,migration,6,5,63.6,2,2.06,5.6,2.34,6.78,8.89,4,0,0,0,0,1,1,3.02,4.96,3.33,2.98,4.62,5.35,0,4.56,4.27,0.42
2014-Q3,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,migration,7,4,63.6,2,5.24,6.67,2.01,4.99,9.35,2,0,0,0,0,0,1,3.86,3.92,4.18,3.65,2.5,3.79,0,3.82,3.05,0.34
2014-Q3,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,migration,10,3,63.6,2,5.13,5.99,2.91,5.81,8.52,2,0,0,1,0,0,1,7.14,2.15,5.58,4.17,1.63,3.49,0,5.63,3.15,0.17
2014-Q3,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,migration,6,2,63.6,2,5.72,5.67,3.77,1.72,7.83,2,0,1,1,0,0,0,5.42,2.61,4.95,3.81,5.57,4.47,1,3.93,4.64,1.61
2014-Q3,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,migration,11,2,63.6,2,3.98,5.9,4.0,2.03,7.37,1,0,0,0,0,0,0,2.15,4.19,5.0,1.36,3.72,3.83,0,6.39,3.67,0.19
2014-Q3,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,migration,11,2,63.6,2,3.42,5.44,4.23,4.46,5.48,4,0,0,0,0,0,2,4.28,6.03,2.63,4.31,5.01,1.77,0,4.84,2.81,0.39
2014-Q3,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,migration,9,4,63.6,2,5.66,4.53,5.77,5.58,4.7,6,0,0,0,0,0,1,2.33,4.51,5.05,5.23,2.32,3.31,1,3.6,4.4,0.08
2014-Q3,FCC_E042,federal_employee,12.9,administrative,Wireless_Telecommunications,3,migration,11,2,63.6,2,5.54,5.53,4.35,2.46,7.03,3,0,0,1,1,0,0,4.38,4.97,2.55,4.54,3.3,1.7,0,4.81,2.19,0.09
2014-Q3,FCC_E043,federal_employee,18.5,program_staff,Office_of_Communications,8,migration,7,4,63.6,2,5.2,4.94,1.0,4.11,10.0,0,2,0,0,0,0,0,4.45,4.63,5.0,3.5,1.75,3.47,0,4.97,5.12,0.21
2014-Q3,FCC_E044,contractor,21.8,administrative,Office_of_Media_Relations,5,migration,12,5,63.6,2,4.94,6.1,4.84,5.91,5.63,5,0,0,0,0,0,2,3.75,4.58,4.86,4.39,4.96,4.12,1,3.44,5.49,0.77
2014-Q3,FCC_E045,federal_employee,17.0,IT_staff,Office_of_Strategic_Planning,0,migration,5,5,63.6,2,4.42,7.97,6.32,3.34,5.71,3,1,0,1,1,0,2,4.36,3.48,5.36,2.72,3.3,3.97,1,4.02,3.63,0.22
2014-Q3,FCC_E046,contractor,17.6,field_operations,Public_Safety,2,migration,9,5,63.6,2,6.17,4.36,5.33,6.54,6.04,5,0,0,0,0,0,1,1.52,5.58,5.66,3.29,4.23,2.91,0,5.8,5.25,0.47
2014-Q3,FCC_E047,federal_employee,23.7,program_staff,Public_Safety,5,migration,12,5,63.6,2,3.45,4.38,4.08,4.9,6.83,3,0,0,0,0,0,2,4.79,3.31,5.69,2.77,4.22,4.57,0,5.15,3.43,0.37
2014-Q3,FCC_E048,federal_employee,16.6,policy_analyst,Office_of_Workplace_Diversity,4,migration,9,3,63.6,2,4.89,5.02,2.76,4.54,7.61,4,0,0,0,0,1,0,4.34,4.39,5.7,4.92,2.46,4.57,0,4.11,5.42,1.14
2014-Q3,FCC_E049,federal_employee,13.6,IT_staff,Office_of_General_Counsel,5,migration,10,2,63.6,2,4.47,6.79,4.55,7.46,7.51,3,1,0,0,1,0,1,4.96,4.32,3.27,4.31,4.66,3.62,0,4.62,3.55,0.56
2014-Q3,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,migration,6,2,63.6,2,3.3,7.13,4.3,3.75,6.98,6,0,0,1,0,0,0,2.9,3.06,6.28,3.14,4.85,3.91,0,6.34,5.08,0.7
2014-Q3,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,migration,9,2,63.6,2,2.45,6.32,4.63,2.76,6.95,4,0,1,0,0,0,0,3.9,5.36,3.5,4.72,3.71,3.48,1,4.63,5.84,0.68
2014-Q3,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,migration,6,3,63.6,2,5.26,5.16,2.28,5.92,8.51,5,0,0,0,0,0,2,1.66,4.36,3.59,5.51,4.37,3.2,0,2.97,2.97,0.14
2014-Q3,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,migration,10,2,63.6,2,5.07,5.85,1.0,6.77,9.85,2,0,0,0,0,1,3,3.6,3.47,4.11,2.74,5.93,2.38,0,4.23,2.97,0.06
2014-Q3,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,migration,9,4,63.6,2,4.38,7.16,2.59,4.58,9.02,0,2,0,1,0,0,0,3.92,5.17,5.79,3.49,4.09,3.03,0,5.31,2.81,1.16
2014-Q3,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,migration,12,5,63.6,2,3.31,4.54,3.66,6.59,6.72,2,1,0,0,0,0,1,2.91,5.37,3.68,4.01,3.98,2.7,0,3.8,5.26,0.25
2014-Q4,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,migration,7,5,64.6,0,4.48,4.89,4.7,5.91,6.89,4,0,0,0,1,0,1,4.93,3.0,4.73,3.88,3.61,4.09,0,4.62,3.35,0.92
2014-Q4,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,migration,8,5,64.6,0,4.74,5.24,5.76,4.9,4.6,5,0,0,1,0,0,3,5.96,2.71,4.09,3.41,7.3,6.07,0,5.73,6.74,0.18
2014-Q4,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,migration,10,4,64.6,0,3.34,6.94,4.02,5.95,6.61,6,0,0,1,0,0,1,4.39,4.45,4.66,3.54,4.33,2.79,0,6.18,3.33,0.09
2014-Q4,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,migration,6,4,64.6,0,4.35,7.0,4.38,6.86,6.27,3,0,0,0,0,1,1,4.37,5.27,2.83,3.42,2.2,5.28,0,4.42,4.5,0.35
2014-Q4,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,migration,5,5,64.6,0,4.54,6.68,4.75,6.8,5.64,5,0,1,1,1,0,2,4.94,3.3,4.81,3.2,3.82,3.38,0,3.67,3.61,0.69
2014-Q4,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,migration,9,5,64.6,0,4.92,5.3,4.3,5.55,6.62,9,1,0,1,0,1,3,4.7,5.16,5.28,2.35,4.29,3.64,1,3.47,5.58,0.08
2014-Q4,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,migration,10,5,64.6,0,3.83,6.0,4.54,5.56,6.3,5,1,0,1,0,0,2,5.73,3.72,3.15,5.53,4.5,2.39,0,6.1,5.47,0.37
2014-Q4,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,migration,9,4,64.6,0,5.95,6.16,5.17,7.7,6.31,4,1,1,1,1,0,1,4.76,4.47,3.93,5.07,3.68,4.82,1,5.4,5.25,0.87
2014-Q4,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,migration,8,2,64.6,0,3.65,6.71,4.07,4.51,7.11,7,0,1,0,0,0,0,6.64,3.68,3.0,3.52,2.95,2.9,0,5.02,6.1,0.14
2014-Q4,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,migration,7,5,64.6,0,5.17,6.85,3.8,8.15,7.07,2,0,0,1,0,0,1,4.07,5.96,4.33,2.76,1.14,3.39,1,5.4,6.04,0.23
2014-Q4,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,migration,11,4,64.6,0,5.6,4.67,3.76,5.65,7.29,4,2,1,1,0,0,2,2.86,3.53,6.72,3.22,3.57,3.6,0,7.27,3.09,0.3
2014-Q4,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,migration,6,5,64.6,0,5.3,6.25,1.89,6.82,10.0,6,0,0,1,0,0,3,4.62,5.24,4.0,4.82,5.07,3.55,0,6.16,2.27,0.63
2014-Q4,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,migration,12,5,64.6,0,3.2,5.06,3.25,6.22,8.02,13,0,0,1,0,0,1,5.62,5.14,5.38,5.09,3.96,4.33,1,6.16,5.36,0.44
2014-Q4,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,migration,10,4,64.6,0,5.38,5.75,4.65,6.96,6.77,1,0,1,0,0,0,1,2.51,2.37,4.17,4.41,1.28,4.01,0,5.16,4.64,0.35
2014-Q4,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,migration,8,3,64.6,0,5.11,5.66,5.3,5.79,6.11,2,0,0,0,0,0,1,5.12,6.04,6.43,4.64,3.79,5.93,0,4.32,6.19,0.69
2014-Q4,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,migration,9,5,64.6,0,5.57,5.75,3.76,6.04,7.95,3,0,0,0,0,0,2,6.07,4.3,7.39,2.6,2.84,5.73,1,3.44,5.35,0.16
2014-Q4,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,migration,5,4,64.6,0,4.29,4.6,2.77,3.85,8.52,6,1,0,0,0,0,1,3.61,5.03,2.98,2.21,4.11,2.69,0,4.41,2.96,1.62
2014-Q4,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,migration,5,3,64.6,0,6.01,6.1,4.99,7.48,6.75,1,2,0,0,0,0,1,5.47,3.9,5.11,3.25,3.07,4.52,0,5.49,6.24,0.19
2014-Q4,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,migration,9,4,64.6,0,4.78,7.09,4.6,8.31,6.11,5,0,0,0,0,0,3,4.37,2.86,7.18,4.42,5.42,3.42,0,5.96,6.45,0.06
2014-Q4,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,migration,5,3,64.6,0,4.43,6.91,6.16,7.36,4.24,2,0,1,0,0,0,2,5.0,3.64,5.08,4.75,4.66,3.59,0,4.74,4.02,0.43
2014-Q4,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,migration,12,2,64.6,0,5.08,5.93,1.27,5.38,10.0,4,0,0,0,0,1,2,6.26,4.69,4.9,3.99,5.67,4.43,0,4.3,5.58,1.9
2014-Q4,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,migration,11,4,64.6,0,7.61,5.3,5.78,6.8,5.97,5,0,0,0,0,0,2,5.43,4.73,4.34,5.69,4.29,5.5,1,5.88,5.6,0.11
2014-Q4,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,migration,6,4,64.6,0,4.89,5.99,3.98,4.32,6.85,7,1,0,1,0,0,3,4.86,3.34,3.25,2.91,7.35,1.33,1,5.65,5.29,0.16
2014-Q4,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,migration,10,3,64.6,0,3.93,5.21,3.42,5.32,7.58,3,1,0,0,1,0,1,5.86,6.36,5.44,4.63,3.24,5.11,1,6.15,5.62,0.1
2014-Q4,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,migration,7,2,64.6,0,5.38,5.85,7.45,5.65,3.74,5,2,0,0,1,0,2,3.84,3.81,4.36,1.31,7.13,1.0,1,5.8,7.43,0.09
2014-Q4,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,migration,11,5,64.6,0,5.03,4.87,3.29,1.35,6.78,5,2,0,0,0,1,0,5.31,6.46,3.54,3.56,5.84,6.49,0,4.74,4.49,0.44
2014-Q4,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,migration,5,5,64.6,0,5.46,5.13,4.67,8.0,5.87,3,1,0,0,0,0,0,4.24,4.59,5.63,4.81,2.74,1.06,0,4.94,4.71,0.33
2014-Q4,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,migration,7,2,64.6,0,4.6,6.81,3.0,6.82,8.25,2,0,1,0,0,0,2,4.91,6.11,5.85,4.18,4.39,5.25,1,6.13,4.91,0.13
2014-Q4,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,migration,5,4,64.6,0,4.61,6.72,3.01,6.63,7.9,6,1,1,1,1,0,2,5.18,5.31,5.18,1.0,3.55,4.72,1,5.42,6.55,0.84
2014-Q4,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,migration,10,2,64.6,0,3.24,5.79,3.13,6.43,8.09,1,2,0,1,0,0,1,3.82,3.22,6.59,5.68,1.18,5.42,0,4.42,3.74,1.75
2014-Q4,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,migration,12,4,64.6,0,7.07,7.05,3.52,7.35,6.94,4,1,0,0,0,0,1,3.78,5.83,2.98,5.53,2.73,3.48,0,3.65,5.12,0.39
2014-Q4,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,migration,10,2,64.6,0,5.01,5.88,2.69,6.59,8.58,4,1,1,0,0,0,2,3.46,4.37,6.11,4.28,5.51,6.77,0,3.44,5.43,0.45
2014-Q4,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,migration,5,3,64.6,0,4.72,5.15,1.84,5.63,9.2,7,0,0,0,0,0,0,4.37,5.57,4.07,4.41,5.54,4.3,1,4.21,4.58,0.54
2014-Q4,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,migration,11,5,64.6,0,5.46,7.18,7.16,5.88,4.18,4,0,0,0,0,0,2,3.77,2.7,1.2,4.95,5.57,4.44,1,3.7,6.45,0.26
2014-Q4,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,migration,6,3,64.6,0,4.61,5.03,4.8,7.25,6.76,9,1,0,1,0,0,3,2.61,2.41,3.56,3.17,2.43,3.29,0,4.84,5.16,0.58
2014-Q4,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,migration,5,2,64.6,0,5.24,6.58,5.77,5.44,5.04,2,1,0,1,0,0,2,4.1,3.95,4.07,4.65,2.97,5.38,1,2.62,4.68,0.22
2014-Q4,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,migration,11,5,64.6,0,6.29,7.37,5.67,7.35,5.37,3,0,0,0,1,0,1,4.31,5.39,6.16,5.08,3.16,4.77,0,3.6,4.47,0.39
2014-Q4,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,migration,9,2,64.6,0,4.05,7.48,5.64,6.24,4.75,6,0,0,0,0,0,4,3.13,3.11,4.43,4.37,5.85,3.09,0,4.81,5.27,0.81
2014-Q4,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,migration,10,3,64.6,0,3.56,5.21,4.99,6.74,5.98,2,0,0,1,0,1,2,5.56,5.81,4.35,4.83,5.77,2.77,1,5.07,5.86,0.18
2014-Q4,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,migration,12,3,64.6,0,4.09,6.97,4.26,6.9,6.75,2,2,0,1,0,0,0,3.29,3.18,4.55,4.39,3.94,5.14,0,5.62,4.89,0.01
2014-Q4,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,migration,8,2,64.6,0,4.86,6.55,4.69,8.29,5.62,5,0,1,0,0,0,2,5.22,2.97,3.2,4.08,1.0,3.23,1,6.67,5.6,0.56
2014-Q4,FCC_E042,federal_employee,12.9,administrative,Wireless_Telecommunications,3,migration,9,5,64.6,0,5.64,4.88,3.06,7.1,8.84,1,0,0,0,0,0,0,4.61,6.47,5.66,5.56,4.29,3.2,0,3.97,4.49,1.66
2014-Q4,FCC_E043,federal_employee,18.5,program_staff,Office_of_Communications,8,migration,10,3,64.6,0,4.62,7.07,3.77,5.23,6.65,3,1,1,1,0,0,2,4.1,4.99,4.04,4.97,5.77,3.56,0,6.26,7.58,0.26
